# 韩国人名用汉字
# https://github.com/rutopio/Korean-Name-Hanja-Charset
# 由于发音等不同，汉字（hanja）存在重复。
# 
# hanja	unicode	hangul	consonant

鍈	U+9348	영	ㅇ
鍉	U+9349	시	ㅅ
鍊	U+934A	련	ㄹ
鍊	U+934A	연	ㅇ
鍋	U+934B	과	ㄱ
鍍	U+934D	도	ㄷ
鍑	U+9351	복	ㅂ
鍔	U+9354	악	ㅇ
鍗	U+9357	제	ㅈ
鍚	U+935A	양	ㅇ
鍛	U+935B	단	ㄷ
鍜	U+935C	하	ㅎ
鍝	U+935D	우	ㅇ
鍠	U+9360	굉	
鍠	U+9360	황	
鍤	U+9364	삽	ㅅ
鍥	U+9365	결	ㄱ
鍫	U+936B	초	ㅊ
鍬	U+936C	초	ㅊ
鍮	U+936E	유	ㅇ
鍰	U+9370	환	ㅎ
鍱	U+9371	섭	ㅅ
鍲	U+9372	민	ㅁ
鍵	U+9375	건	ㄱ
鍸	U+9378	호	ㅎ
鍹	U+9379	선	ㅅ
鍼	U+937C	침	ㅊ
鍾	U+937E	종	ㅈ
鎀	U+9380	수	ㅅ
鎈	U+9388	차	ㅊ
鎊	U+938A	방	ㅂ
鎌	U+938C	겸	ㄱ
鎏	U+938F	류	
鎏	U+938F	유	
鎔	U+9394	용	ㅇ
鎖	U+9396	쇄	ㅅ
鎗	U+9397	쟁	ㅈ
鎚	U+939A	추	ㅊ
鎛	U+939B	박	ㅂ
鎟	U+939F	상	ㅅ
鎠	U+93A0	강	ㄱ
鎡	U+93A1	자	ㅈ
鎣	U+93A3	형	ㅎ
鎤	U+93A4	황	ㅎ
鎧	U+93A7	개	ㄱ
鎬	U+93AC	호	ㅎ
鎭	U+93AD	진	ㅈ
鎰	U+93B0	일	ㅇ
鎻	U+93BB	쇄	ㅅ
鏃	U+93C3	족	ㅈ
鏇	U+93C7	선	ㅅ
鏈	U+93C8	련	ㄹ
鏈	U+93C8	연	ㅇ
鏊	U+93CA	오	ㅇ
鏋	U+93CB	만	ㅁ
鏌	U+93CC	막	ㅁ
鏐	U+93D0	류	
鏐	U+93D0	유	
鏑	U+93D1	적	ㅈ
鏖	U+93D6	오	ㅇ
鏗	U+93D7	갱	ㄱ
鏘	U+93D8	장	ㅈ
鏛	U+93DB	상	ㅅ
鏜	U+93DC	당	ㄷ
鏝	U+93DD	만	ㅁ
鏞	U+93DE	용	ㅇ
鏟	U+93DF	산	ㅅ
鏡	U+93E1	경	ㄱ
鏢	U+93E2	표	ㅍ
鏤	U+93E4	누	ㄴ
鏤	U+93E4	루	ㄹ
鏦	U+93E6	총	ㅊ
鏨	U+93E8	참	ㅊ
鏴	U+93F4	노	ㄴ
鏴	U+93F4	로	ㄹ
鏵	U+93F5	화	ㅎ
鏶	U+93F6	집	ㅈ
鏸	U+93F8	혜	ㅎ
鏹	U+93F9	강	ㄱ
鏻	U+93FB	린	ㄹ
鏻	U+93FB	인	ㅇ
鐀	U+9400	궤	ㄱ
鐃	U+9403	뇨	ㄴ
鐃	U+9403	요	ㅇ
鐄	U+9404	횡	ㅎ
鐌	U+940C	상	ㅅ
鐍	U+940D	휼	ㅎ
鐏	U+940F	준	ㅈ
鐐	U+9410	료	ㄹ
鐐	U+9410	요	ㅇ
鐓	U+9413	대	ㄷ
鐔	U+9414	심	ㅅ
鐘	U+9418	종	ㅈ
鐙	U+9419	등	ㄷ
鐛	U+941B	영	ㅇ
鐥	U+9425	선	ㅅ
鐪	U+942A	노	ㄴ
鐪	U+942A	로	ㄹ
鐫	U+942B	전	ㅈ
鐵	U+9435	철	ㅊ
鐶	U+9436	환	ㅎ
鐸	U+9438	탁	ㅌ
鐺	U+943A	당	ㄷ
鑂	U+9442	훈	ㅎ
鑄	U+9444	주	ㅈ
鑅	U+9445	횡	ㅎ
鑊	U+944A	확	ㅎ
鑌	U+944C	빈	ㅂ
鑑	U+9451	감	ㄱ
鑒	U+9452	감	ㄱ
鑕	U+9455	질	ㅈ
鑛	U+945B	광	ㄱ
鑞	U+945E	납	ㄴ
鑞	U+945E	랍	ㄹ
鑠	U+9460	삭	ㅅ
鑢	U+9462	려	ㄹ
鑢	U+9462	여	ㅇ
鑣	U+9463	표	ㅍ
鑪	U+946A	노	ㄴ
鑪	U+946A	로	ㄹ
鑫	U+946B	흠	ㅎ
鑭	U+946D	란	ㄹ
鑮	U+946E	박	ㅂ
鑰	U+9470	약	ㅇ
鑱	U+9471	참	ㅊ
鑲	U+9472	양	ㅇ
鑵	U+9475	관	ㄱ
鑷	U+9477	섭	ㅅ
鑼	U+947C	나	ㄴ
鑼	U+947C	라	ㄹ
鑽	U+947D	찬	ㅊ
鑾	U+947E	난	ㄴ
鑾	U+947E	란	ㄹ
鑿	U+947F	착	ㅊ
钁	U+9481	곽	ㄱ
長	U+9577	장	ㅈ
門	U+9580	문	ㅁ
閃	U+9583	섬	ㅅ
閈	U+9588	한	ㅎ
閉	U+9589	폐	ㅍ
開	U+958B	개	ㄱ
閎	U+958E	굉	ㄱ
閏	U+958F	윤	ㅇ
閑	U+9591	한	ㅎ
閒	U+9592	한	ㅎ
間	U+9593	간	ㄱ
閔	U+9594	민	ㅁ
閘	U+9598	갑	ㄱ
閜	U+959C	하	ㅎ
閟	U+959F	비	ㅂ
閠	U+95A0	윤	ㅇ
閣	U+95A3	각	ㄱ
閤	U+95A4	합	ㅎ
閥	U+95A5	벌	ㅂ
閨	U+95A8	규	ㄱ
閩	U+95A9	민	ㅁ
閫	U+95AB	곤	ㄱ
閬	U+95AC	낭	ㄴ
閬	U+95AC	랑	ㄹ
閭	U+95AD	려	ㄹ
閭	U+95AD	여	ㅇ
閱	U+95B1	열	ㅇ
閵	U+95B5	린	ㄹ
閶	U+95B6	창	ㅊ
閹	U+95B9	엄	ㅇ
閻	U+95BB	염	ㅇ
閼	U+95BC	알	ㅇ
閽	U+95BD	혼	ㅎ
閾	U+95BE	역	ㅇ
闃	U+95C3	격	ㄱ
闇	U+95C7	암	ㅇ
闈	U+95C8	위	ㅇ
闊	U+95CA	활	ㅎ
闋	U+95CB	결	ㄱ
闌	U+95CC	난	ㄴ
闌	U+95CC	란	ㄹ
闍	U+95CD	도	ㄷ
闓	U+95D3	개	ㄱ
闔	U+95D4	합	ㅎ
闕	U+95D5	궐	ㄱ
闖	U+95D6	틈	ㅌ
闚	U+95DA	규	ㄱ
關	U+95DC	관	ㄱ
闞	U+95DE	함	ㅎ
闠	U+95E0	궤	ㄱ
闡	U+95E1	천	ㅊ
闢	U+95E2	벽	ㅂ
闥	U+95E5	달	ㄷ
阜	U+961C	부	ㅂ
阡	U+9621	천	ㅊ
阤	U+9624	치	ㅊ
阧	U+9627	두	ㄷ
阨	U+9628	액	ㅇ
阩	U+9629	승	ㅅ
阪	U+962A	판	ㅍ
阭	U+962D	윤	ㅇ
阮	U+962E	완	ㅇ
阮	U+962E	원	ㅇ
阯	U+962F	지	ㅈ
防	U+9632	방	ㅂ
阷	U+9637	정	ㅈ
阻	U+963B	조	ㅈ
阿	U+963F	아	ㅇ
陀	U+9640	타	ㅌ
陂	U+9642	피	ㅍ
附	U+9644	부	ㅂ
陋	U+964B	누	ㄴ
陋	U+964B	루	ㄹ
陌	U+964C	맥	ㅁ
降	U+964D	강	ㄱ
降	U+964D	항	ㅎ
陏	U+964F	수	
陏	U+964F	타	
限	U+9650	한	ㅎ
陑	U+9651	이	ㅇ
陔	U+9654	해	ㅎ
陖	U+9656	준	ㅈ
陗	U+9657	초	ㅊ
陘	U+9658	형	ㅎ
陛	U+965B	폐	ㅍ
陜	U+965C	합	ㅎ
陝	U+965D	섬	ㅅ
陞	U+965E	승	ㅅ
陟	U+965F	척	ㅊ
陡	U+9661	두	ㄷ
院	U+9662	원	ㅇ
陣	U+9663	진	ㅈ
除	U+9664	제	ㅈ
陪	U+966A	배	ㅂ
陬	U+966C	추	ㅊ
陰	U+9670	음	ㅇ
陱	U+9671	국	ㄱ
陲	U+9672	수	ㅅ
陳	U+9673	진	ㅈ
陴	U+9674	비	ㅂ
陵	U+9675	능	ㄴ
陵	U+9675	릉	ㄹ
陶	U+9676	도	ㄷ
陷	U+9677	함	ㅎ
陸	U+9678	륙	ㄹ
陸	U+9678	육	ㅇ
陹	U+9679	승	ㅅ
陼	U+967C	저	ㅈ
陽	U+967D	양	ㅇ
隄	U+9684	제	ㅈ
隅	U+9685	우	ㅇ
隆	U+9686	륭	ㄹ
隆	U+9686	융	ㅇ
隊	U+968A	대	ㄷ
隋	U+968B	수	ㅅ
隍	U+968D	황	ㅎ
階	U+968E	계	ㄱ
隑	U+9691	기	ㄱ
隔	U+9694	격	ㄱ
隕	U+9695	운	ㅇ
隗	U+9697	외	ㅇ
隘	U+9698	애	ㅇ
隙	U+9699	극	ㄱ
際	U+969B	제	ㅈ
障	U+969C	장	ㅈ
隣	U+96A3	린	ㄹ
隣	U+96A3	인	ㅇ
隤	U+96A4	퇴	ㅌ
隧	U+96A7	수	ㅅ
隨	U+96A8	수	ㅅ
隩	U+96A9	오	ㅇ
險	U+96AA	험	ㅎ
隮	U+96AE	제	ㅈ
隰	U+96B0	습	ㅅ
隱	U+96B1	은	ㅇ
隳	U+96B3	휴	ㅎ
隴	U+96B4	농	ㄴ
隴	U+96B4	롱	ㄹ
隶	U+96B6	이	ㅇ
隷	U+96B7	례	ㄹ
隷	U+96B7	예	ㅇ
隸	U+96B8	례	ㄹ
隸	U+96B8	예	ㅇ
隹	U+96B9	추	ㅊ
隺	U+96BA	각	
隺	U+96BA	학	
隻	U+96BB	척	ㅊ
隼	U+96BC	준	ㅈ
雀	U+96C0	작	ㅈ
雁	U+96C1	안	ㅇ
雄	U+96C4	웅	ㅇ
雅	U+96C5	아	ㅇ
集	U+96C6	집	ㅈ
雇	U+96C7	고	ㄱ
雉	U+96C9	치	ㅊ
雋	U+96CB	전	ㅈ
雋	U+96CB	준	ㅈ
雌	U+96CC	자	ㅈ
雍	U+96CD	옹	ㅇ
雎	U+96CE	저	ㅈ
雕	U+96D5	조	ㅈ
雖	U+96D6	수	ㅅ
雗	U+96D7	한	ㅎ
雙	U+96D9	쌍	ㅅ
雚	U+96DA	관	ㄱ
雛	U+96DB	추	ㅊ
雜	U+96DC	잡	ㅈ
雝	U+96DD	옹	ㅇ
雞	U+96DE	계	ㄱ
離	U+96E2	리	ㄹ
離	U+96E2	이	ㅇ
難	U+96E3	난	ㄴ
雨	U+96E8	우	ㅇ
雩	U+96E9	우	ㅇ
雪	U+96EA	설	ㅅ
雯	U+96EF	문	ㅁ
雰	U+96F0	분	ㅂ
雲	U+96F2	운	ㅇ
零	U+96F6	령	ㄹ
零	U+96F6	영	ㅇ
雷	U+96F7	뇌	ㄴ
雷	U+96F7	뢰	ㄹ
雹	U+96F9	박	ㅂ
雺	U+96FA	몽	ㅁ
電	U+96FB	전	ㅈ
需	U+9700	수	ㅅ
需	U+9700	유	ㅇ
霄	U+9704	소	ㅅ
霅	U+9705	삽	ㅅ
霆	U+9706	정	ㅈ
震	U+9707	진	ㅈ
霈	U+9708	패	ㅍ
霉	U+9709	매	ㅁ
霌	U+970C	주	ㅈ
霍	U+970D	곽	ㄱ
霎	U+970E	삽	ㅅ
霏	U+970F	비	ㅂ
霑	U+9711	점	ㅈ
霓	U+9713	예	ㅇ
霔	U+9714	주	ㅈ
霖	U+9716	림	ㄹ
霖	U+9716	임	ㅇ
霙	U+9719	영	ㅇ
霜	U+971C	상	ㅅ
霞	U+971E	하	ㅎ
霣	U+9723	운	ㅇ
霦	U+9726	빈	ㅂ
霧	U+9727	무	ㅁ
霪	U+972A	음	ㅇ
霰	U+9730	산	ㅅ
霱	U+9731	율	ㅇ
霱	U+9731	휼	ㅎ
露	U+9732	노	ㄴ
露	U+9732	로	ㄹ
霸	U+9738	패	ㅍ
霹	U+9739	벽	ㅂ
霽	U+973D	제	ㅈ
靂	U+9742	력	ㄹ
靂	U+9742	역	ㅇ
靄	U+9744	애	ㅇ
靆	U+9746	체	ㅊ
靈	U+9748	령	ㄹ
靈	U+9748	영	ㅇ
靉	U+9749	애	ㅇ
靌	U+974C	보	ㅂ
靑	U+9751	청	ㅊ
青	U+9752	청	ㅊ
靕	U+9755	진	ㅈ
靖	U+9756	정	ㅈ
靘	U+9758	정	ㅈ
静	U+9759	정	ㅈ
靚	U+975A	정	ㅈ
靛	U+975B	전	ㅈ
靜	U+975C	정	ㅈ
靝	U+975D	천	ㅊ
非	U+975E	비	ㅂ
靠	U+9760	고	ㄱ
靡	U+9761	미	ㅁ
面	U+9762	면	ㅁ
靦	U+9766	전	ㅈ
靨	U+9768	엽	ㅇ
革	U+9769	혁	ㅎ
靭	U+976D	인	ㅇ
靳	U+9773	근	ㄱ
靴	U+9774	화	ㅎ
靷	U+9777	인	ㅇ
靺	U+977A	말	ㅁ
靼	U+977C	달	ㄷ
鞀	U+9780	도	ㄷ
鞁	U+9781	피	ㅍ
鞄	U+9784	포	ㅍ
鞅	U+9785	앙	ㅇ
鞋	U+978B	혜	ㅎ
鞍	U+978D	안	ㅇ
鞏	U+978F	공	ㄱ
鞕	U+9795	경	ㄱ
鞘	U+9798	초	ㅊ
鞠	U+97A0	국	ㄱ
鞣	U+97A3	유	ㅇ
鞦	U+97A6	추	ㅊ
鞨	U+97A8	갈	ㄱ
鞫	U+97AB	국	ㄱ
鞬	U+97AC	건	ㄱ
鞭	U+97AD	편	ㅍ
鞱	U+97B1	도	ㄷ
鞴	U+97B4	비	ㅂ
鞸	U+97B8	필	ㅍ
鞹	U+97B9	곽	ㄱ
韁	U+97C1	강	ㄱ
韃	U+97C3	달	ㄷ
韆	U+97C6	천	ㅊ
韋	U+97CB	위	ㅇ
韌	U+97CC	인	ㅇ
韍	U+97CD	불	ㅂ
韓	U+97D3	한	ㅎ
韙	U+97D9	위	ㅇ
韜	U+97DC	도	ㄷ
韝	U+97DD	구	ㄱ
韞	U+97DE	온	ㅇ
韠	U+97E0	필	ㅍ
韡	U+97E1	위	ㅇ
韭	U+97ED	구	ㄱ
韱	U+97F1	섬	ㅅ
韲	U+97F2	제	ㅈ
音	U+97F3	음	ㅇ
韵	U+97F5	운	ㅇ
韶	U+97F6	소	ㅅ
韸	U+97F8	봉	ㅂ
韺	U+97FA	영	ㅇ
韻	U+97FB	운	ㅇ
韾	U+97FE	음	ㅇ
響	U+97FF	향	ㅎ
頀	U+9800	호	ㅎ
頁	U+9801	혈	ㅎ
頂	U+9802	정	ㅈ
頃	U+9803	경	ㄱ
項	U+9805	항	ㅎ
順	U+9806	순	ㅅ
須	U+9808	수	ㅅ
頊	U+980A	욱	ㅇ
頌	U+980C	송	ㅅ
頍	U+980D	규	ㄱ
頎	U+980E	기	ㄱ
頏	U+980F	항	ㅎ
預	U+9810	예	ㅇ
頑	U+9811	완	ㅇ
頒	U+9812	반	ㅂ
頓	U+9813	돈	ㄷ
頖	U+9816	반	ㅂ
頗	U+9817	파	ㅍ
領	U+9818	령	ㄹ
領	U+9818	영	ㅇ
頞	U+981E	알	ㅇ
頡	U+9821	힐	ㅎ
頣	U+9823	신	ㅅ
頤	U+9824	이	ㅇ
頦	U+9826	해	ㅎ
頫	U+982B	부	ㅂ
頭	U+982D	두	ㄷ
頮	U+982E	회	ㅎ
頰	U+9830	협	ㅎ
頲	U+9832	정	ㅈ
頷	U+9837	암	ㅇ
頸	U+9838	경	ㄱ
頹	U+9839	퇴	ㅌ
頻	U+983B	빈	ㅂ
頼	U+983C	뇌	ㄴ
頼	U+983C	뢰	ㄹ
頿	U+983F	자	ㅈ
顁	U+9841	정	ㅈ
顆	U+9846	과	ㄱ
顇	U+9847	췌	ㅊ
顈	U+9848	경	ㄱ
顋	U+984B	시	ㅅ
題	U+984C	제	ㅈ
額	U+984D	액	ㅇ
顎	U+984E	악	ㅇ
顒	U+9852	옹	ㅇ
顓	U+9853	전	ㅈ
顔	U+9854	안	ㅇ
顕	U+9855	현	ㅎ
願	U+9858	원	ㅇ
顙	U+9859	상	ㅅ
顚	U+985A	전	ㅈ
顜	U+985C	강	ㄱ
類	U+985E	류	ㄹ
類	U+985E	유	ㅇ
顥	U+9865	호	ㅎ
顦	U+9866	초	ㅊ
顧	U+9867	고	ㄱ
顫	U+986B	전	ㅈ
顯	U+986F	현	ㅎ
顰	U+9870	빈	ㅂ
顱	U+9871	노	ㄴ
顱	U+9871	로	ㄹ
顳	U+9873	섭	ㅅ
顴	U+9874	관	ㄱ
風	U+98A8	풍	ㅍ
颭	U+98AD	점	ㅈ
颯	U+98AF	삽	ㅅ
颱	U+98B1	태	ㅌ
颲	U+98B2	렬	ㄹ
颲	U+98B2	열	ㅇ
颶	U+98B6	구	ㄱ
颺	U+98BA	양	ㅇ
颼	U+98BC	수	ㅅ
颿	U+98BF	범	ㅂ
飂	U+98C2	료	ㄹ
飂	U+98C2	요	ㅇ
飄	U+98C4	표	ㅍ
飆	U+98C6	표	ㅍ
飇	U+98C7	표	ㅍ
飉	U+98C9	료	ㄹ
飉	U+98C9	요	ㅇ
飛	U+98DB	비	ㅂ
飜	U+98DC	번	ㅂ
食	U+98DF	식	ㅅ
飡	U+98E1	손	ㅅ
飢	U+98E2	기	ㄱ
飦	U+98E6	전	ㅈ
飧	U+98E7	손	ㅅ
飪	U+98EA	임	ㅇ
飫	U+98EB	어	ㅇ
飭	U+98ED	칙	ㅊ
飮	U+98EE	음	ㅇ
飯	U+98EF	반	ㅂ
飴	U+98F4	이	ㅇ
飻	U+98FB	철	ㅊ
飼	U+98FC	사	ㅅ
飽	U+98FD	포	ㅍ
飾	U+98FE	식	ㅅ
餃	U+9903	교	ㄱ
餉	U+9909	향	ㅎ
養	U+990A	양	ㅇ
餐	U+9910	찬	ㅊ
餒	U+9912	뇌	ㄴ
餓	U+9913	아	ㅇ
餔	U+9914	포	ㅍ
餕	U+9915	준	ㅈ
餘	U+9918	여	ㅇ
餚	U+991A	효	ㅎ
餞	U+991E	전	ㅈ
餠	U+9920	병	ㅂ
餦	U+9926	장	ㅈ
餧	U+9927	위	ㅇ
館	U+9928	관	ㄱ
餪	U+992A	난	ㄴ
餬	U+992C	호	ㅎ
餮	U+992E	철	ㅊ
餰	U+9930	전	ㅈ
餱	U+9931	후	ㅎ
餳	U+9933	당	ㄷ
餹	U+9939	당	ㄷ
餼	U+993C	희	ㅎ
餽	U+993D	궤	ㄱ
饅	U+9945	만	ㅁ
饈	U+9948	수	ㅅ
饉	U+9949	근	ㄱ
饋	U+994B	궤	ㄱ
饌	U+994C	찬	ㅊ
饍	U+994D	선	ㅅ
饐	U+9950	의	ㅇ
饑	U+9951	기	ㄱ
饒	U+9952	요	ㅇ
饔	U+9954	옹	ㅇ
饕	U+9955	도	ㄷ
饗	U+9957	향	ㅎ
饜	U+995C	염	ㅇ
饞	U+995E	참	ㅊ
首	U+9996	수	ㅅ
馗	U+9997	규	ㄱ
馘	U+9998	괵	ㄱ
香	U+9999	향	ㅎ
馜	U+999C	니	ㄴ
馜	U+999C	이	ㅇ
馝	U+999D	필	ㅍ
馞	U+999E	발	ㅂ
馟	U+999F	도	ㄷ
馡	U+99A1	비	ㅂ
馣	U+99A3	암	ㅇ
馥	U+99A5	복	ㅂ
馧	U+99A7	온	ㅇ
馨	U+99A8	형	ㅎ
馪	U+99AA	빈	ㅂ
馬	U+99AC	마	ㅁ
馭	U+99AD	어	ㅇ
馮	U+99AE	풍	ㅍ
馰	U+99B0	적	ㅈ
馱	U+99B1	타	ㅌ
馳	U+99B3	치	ㅊ
馴	U+99B4	순	ㅅ
馶	U+99B6	지	ㅈ
馹	U+99B9	일	ㅇ
駁	U+99C1	박	ㅂ
駄	U+99C4	태	ㅌ
駉	U+99C9	경	ㄱ
駏	U+99CF	거	ㄱ
駐	U+99D0	주	ㅈ
駑	U+99D1	노	ㄴ
駒	U+99D2	구	ㄱ
駕	U+99D5	가	ㄱ
駘	U+99D8	태	ㅌ
駙	U+99D9	부	ㅂ
駛	U+99DB	사	ㅅ
駜	U+99DC	필	ㅍ
駝	U+99DD	타	ㅌ
駞	U+99DE	타	ㅌ
駟	U+99DF	사	ㅅ
駢	U+99E2	변	ㅂ
駨	U+99E8	순	ㅅ
駪	U+99EA	신	ㅅ
駭	U+99ED	해	ㅎ
駮	U+99EE	박	ㅂ
駱	U+99F1	낙	ㄴ
駱	U+99F1	락	ㄹ
駸	U+99F8	침	ㅊ
駺	U+99FA	낭	ㄴ
駺	U+99FA	랑	ㄹ
駺	U+99FA	량	ㄹ
駺	U+99FA	양	ㅇ
駻	U+99FB	한	ㅎ
駽	U+99FD	현	ㅎ
駿	U+99FF	준	ㅈ
騁	U+9A01	빙	ㅂ
騂	U+9A02	성	ㅅ
騃	U+9A03	애	ㅇ
騄	U+9A04	록	ㄹ
騅	U+9A05	추	ㅊ
騈	U+9A08	병	ㅂ
騋	U+9A0B	내	ㄴ
騋	U+9A0B	래	ㄹ
騍	U+9A0D	과	ㄱ
騎	U+9A0E	기	ㄱ
騏	U+9A0F	기	ㄱ
騑	U+9A11	비	ㅂ
騖	U+9A16	무	ㅁ
騙	U+9A19	편	ㅍ
騛	U+9A1B	비	ㅂ
騤	U+9A24	규	ㄱ
騫	U+9A2B	건	ㄱ
騭	U+9A2D	즐	ㅈ
騰	U+9A30	등	ㄷ
騵	U+9A35	원	ㅇ
騶	U+9A36	추	ㅊ
騷	U+9A37	소	ㅅ
騸	U+9A38	선	ㅅ
騾	U+9A3E	나	ㄴ
騾	U+9A3E	라	ㄹ
驀	U+9A40	맥	ㅁ
驁	U+9A41	오	ㅇ
驂	U+9A42	참	ㅊ
驃	U+9A43	표	ㅍ
驄	U+9A44	총	ㅊ
驅	U+9A45	구	ㄱ
驊	U+9A4A	화	ㅎ
驌	U+9A4C	숙	ㅅ
驍	U+9A4D	효	ㅎ
驎	U+9A4E	린	ㄹ
驎	U+9A4E	인	ㅇ
驏	U+9A4F	잔	ㅈ
驒	U+9A52	탄	ㅌ
驕	U+9A55	교	ㄱ
驖	U+9A56	철	ㅊ
驗	U+9A57	험	ㅎ
驘	U+9A58	나	ㄴ
驘	U+9A58	라	ㄹ
驚	U+9A5A	경	ㄱ
驛	U+9A5B	역	ㅇ
驟	U+9A5F	취	ㅊ
驢	U+9A62	려	ㄹ
驢	U+9A62	여	ㅇ
驤	U+9A64	양	ㅇ
驥	U+9A65	기	ㄱ
驩	U+9A69	환	ㅎ
驪	U+9A6A	려	ㄹ
驪	U+9A6A	여	ㅇ
骨	U+9AA8	골	ㄱ
骪	U+9AAA	위	ㅇ
骰	U+9AB0	투	ㅌ
骸	U+9AB8	해	ㅎ
骹	U+9AB9	교	ㄱ
骼	U+9ABC	격	ㄱ
骿	U+9ABF	변	ㅂ
髀	U+9AC0	비	ㅂ
髆	U+9AC6	박	ㅂ
髏	U+9ACF	누	ㄴ
髏	U+9ACF	루	ㄹ
髑	U+9AD1	촉	ㅊ
髓	U+9AD3	수	ㅅ
體	U+9AD4	체	ㅊ
髖	U+9AD6	관	ㄱ
髗	U+9AD7	노	ㄴ
高	U+9AD8	고	ㄱ
髟	U+9ADF	표	ㅍ
髡	U+9AE1	곤	ㄱ
髣	U+9AE3	방	ㅂ
髥	U+9AE5	염	ㅇ
髦	U+9AE6	모	ㅁ
髫	U+9AEB	초	ㅊ
髭	U+9AED	자	ㅈ
髮	U+9AEE	발	ㅂ
髰	U+9AF0	체	ㅊ
髲	U+9AF2	피	ㅍ
髴	U+9AF4	불	ㅂ
髹	U+9AF9	휴	ㅎ
髺	U+9AFA	괄	ㄱ
髻	U+9AFB	계	ㄱ
髽	U+9AFD	좌	ㅈ
鬅	U+9B05	붕	ㅂ
鬆	U+9B06	송	ㅅ
鬊	U+9B0A	순	ㅅ
鬋	U+9B0B	전	ㅈ
鬍	U+9B0D	호	ㅎ
鬐	U+9B10	기	ㄱ
鬒	U+9B12	진	ㅈ
鬖	U+9B16	삼	ㅅ
鬘	U+9B18	만	ㅁ
鬙	U+9B19	승	ㅅ
鬚	U+9B1A	수	ㅅ
鬟	U+9B1F	환	ㅎ
鬢	U+9B22	빈	ㅂ
鬣	U+9B23	렵	ㄹ
鬣	U+9B23	엽	ㅇ
鬧	U+9B27	뇨	ㄴ
鬧	U+9B27	요	ㅇ
鬨	U+9B28	홍	ㅎ
鬩	U+9B29	혁	ㅎ
鬪	U+9B2A	투	ㅌ
鬮	U+9B2E	구	ㄱ
鬯	U+9B2F	창	ㅊ
鬱	U+9B31	울	ㅇ
鬲	U+9B32	격	ㄱ
鬷	U+9B37	종	ㅈ
鬺	U+9B3A	상	ㅅ
鬼	U+9B3C	귀	ㄱ
魁	U+9B41	괴	ㄱ
魂	U+9B42	혼	ㅎ
魃	U+9B43	발	ㅂ
魄	U+9B44	백	ㅂ
魅	U+9B45	매	ㅁ
魈	U+9B48	소	ㅅ
魋	U+9B4B	추	ㅊ
魍	U+9B4D	망	ㅁ
魎	U+9B4E	량	ㄹ
魎	U+9B4E	양	ㅇ
魏	U+9B4F	위	ㅇ
魑	U+9B51	리	ㄹ
魑	U+9B51	이	ㅇ
魔	U+9B54	마	ㅁ
魘	U+9B58	염	ㅇ
魚	U+9B5A	어	ㅇ
魦	U+9B66	사	ㅅ
魯	U+9B6F	노	ㄴ
魯	U+9B6F	로	ㄹ
魴	U+9B74	방	ㅂ
鮀	U+9B80	타	ㅌ
鮃	U+9B83	평	ㅍ
鮎	U+9B8E	점	ㅈ
鮐	U+9B90	태	ㅌ
鮑	U+9B91	포	ㅍ
鮒	U+9B92	부	ㅂ
鮓	U+9B93	자	ㅈ
鮟	U+9B9F	안	ㅇ
鮧	U+9BA7	제	ㅈ
鮨	U+9BA8	지	ㅈ
鮪	U+9BAA	유	ㅇ
鮫	U+9BAB	교	ㄱ
鮭	U+9BAD	해	ㅎ
鮮	U+9BAE	선	ㅅ
鮹	U+9BB9	소	ㅅ
鯁	U+9BC1	경	ㄱ
鯆	U+9BC6	포	ㅍ
鯉	U+9BC9	리	ㄹ
鯉	U+9BC9	이	ㅇ
鯊	U+9BCA	사	ㅅ
鯔	U+9BD4	치	ㅊ
鯖	U+9BD6	청	ㅊ
鯛	U+9BDB	조	ㅈ
鯢	U+9BE2	예	ㅇ
鯤	U+9BE4	곤	ㄱ
鯨	U+9BE8	경	ㄱ
鯷	U+9BF7	제	ㅈ
鰈	U+9C08	접	ㅈ
鰊	U+9C0A	련	ㄹ
鰊	U+9C0A	연	ㅇ
鰌	U+9C0C	추	ㅊ
鰍	U+9C0D	추	ㅊ
鰐	U+9C10	악	ㅇ
鰒	U+9C12	복	ㅂ
鰓	U+9C13	새	ㅅ
鰕	U+9C15	하	ㅎ
鰤	U+9C24	사	ㅅ
鰥	U+9C25	환	ㅎ
鰭	U+9C2D	기	ㄱ
鰱	U+9C31	련	ㄹ
鰱	U+9C31	연	ㅇ
鰲	U+9C32	오	ㅇ
鰵	U+9C35	민	ㅁ
鰹	U+9C39	견	ㄱ
鰻	U+9C3B	만	ㅁ
鰾	U+9C3E	표	ㅍ
鱇	U+9C47	강	ㄱ
鱉	U+9C49	별	ㅂ
鱏	U+9C4F	심	ㅅ
鱒	U+9C52	준	ㅈ
鱓	U+9C53	선	ㅅ
鱗	U+9C57	린	ㄹ
鱗	U+9C57	인	ㅇ
鱠	U+9C60	회	ㅎ
鱣	U+9C63	전	ㅈ
鱧	U+9C67	례	ㄹ
鱧	U+9C67	예	ㅇ
鱸	U+9C78	노	ㄴ
鱸	U+9C78	로	ㄹ
鱹	U+9C79	관	ㄱ
鱻	U+9C7B	선	ㅅ
鳥	U+9CE5	조	ㅈ
鳦	U+9CE6	을	ㅇ
鳧	U+9CE7	부	ㅂ
鳩	U+9CE9	구	ㄱ
鳳	U+9CF3	봉	ㅂ
鳴	U+9CF4	명	ㅁ
